title,genre,aired,episodes,members,popularity,ranked,score
Cuticle Tantei Inaba,"['Action', 'Mystery', 'Comedy', 'Supernatural', 'Shounen']","Jan 4, 2013 to Mar 22, 2013",12,74016,1437,2236,7.37
Cencoroll Connect,"['Action', 'Sci-Fi']",29-Jun-19,1,25125,2835,2179,7.38
Black Jack the Movie,['Drama'],30-Nov-96,1,9028,4530,2235,7.37
Bakemonogatari Recap,"['Mystery', 'Romance', 'Supernatural']",7-Aug-09,1,40071,2186,2234,7.37
Asura Cryin' 2,"['Action', 'Supernatural', 'Mecha']","Oct 1, 2009 to Dec 24, 2009",13,53423,1806,2233,7.37
Allison to Lillia,"['Action', 'Adventure', 'Shounen']","Apr 3, 2008 to Oct 2, 2008",26,35618,2323,2232,7.37
Air Gear Special,"['Sports', 'Shounen']",21-Mar-07,1,40766,2163,2231,7.37
30-bu de Wakaru! Kore made no Love Live! TV Anime,"['Music', 'Slice of Life', 'School']","Apr 24, 2015 to May 22, 2015",2,7512,4878,2230,7.37
Kishin Houkou Demonbane,"['Comedy', 'Drama', 'Mecha', 'Sci-Fi']",1-Jul-04,1,8189,4709,7845,6.13
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu Episode 0,"['Comedy', 'Parody', 'Fantasy']",5-Oct-14,1,2239,7710,7849,6.13
Kikou Heidan J-Phoenix: PF Lips Shoutai,"['Comedy', 'Mecha']","May 12, 2002 to Feb 26, 2004",3,322,11967,7843,6.13
Kino no Tabi: The Beautiful World - The Animated Series - Haikyo no Kuni - On Your Way,['Adventure'],Not available,27,2597,7341,7844,6.13
I: Wish You Were Here,"['Action', 'Drama', 'Mystery', 'Sci-Fi']","Oct 4, 2001 to Nov 24, 2001",4,7831,4786,7840,6.13
Kero Kero Keroppi no Christmas Eve no Okurimono,"['Fantasy', 'Kids']",1-Nov-92,1,257,12605,7842,6.13
Little Polar Bear: Shirokuma-kun Fune ni Noru,"['Adventure', 'Fantasy', 'Kids']",1-Dec-91,1,314,12055,7848,6.13
Koi to Byounetsu,['Music'],5-Apr-12,1,185,13683,7847,6.13
Kitsune Tsuki,"['Kids', 'Drama']",2015,1,324,11956,7846,6.13
Holy Knight,"['Ecchi', 'Fantasy', 'Supernatural', 'School', 'Vampire', 'Seinen']","Mar 21, 2012 to May 25, 2012",2,32178,2462,7839,6.13
Vampire Knight: Guilty,"['Mystery', 'Supernatural', 'Drama', 'Romance', 'Vampire', 'Shoujo']","Oct 7, 2008 to Dec 30, 2008",13,264129,376,2227,7.38
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen']",25-Feb-17,1,93876,1168,2226,7.38
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,"['Romance', 'School']",23-Apr-16,1,99994,1099,2229,7.38
Yuyushiki: Komarasetari Komarasaretari,"['Slice of Life', 'Comedy', 'School']",22-Feb-17,1,8666,4608,2228,7.38
Trinity Blood,"['Action', 'Supernatural', 'Vampire']","Apr 29, 2005 to Oct 28, 2005",24,145431,761,2225,7.38
Himitsu Spark,['Music'],19-Dec-14,1,901,9752,7838,6.13
Tenchi Muyou! Ryououki 3rd Season,"['Action', 'Comedy', 'Harem', 'Sci-Fi', 'Shounen', 'Space']","Sep 18, 2003 to Mar 16, 2005",6,15942,3579,2223,7.38
Tegamibachi Gakuen,"['Comedy', 'School']","Jan 27, 2010 to Jul 23, 2010",25,8345,4671,2222,7.38
The iDOLM@STER Cinderella Girls 2nd Season,"['Comedy', 'Drama', 'Music']","Jul 18, 2015 to Oct 17, 2015",12,27511,2702,2224,7.38
Ginga e Kickoff!!: Natsuyasumi Special,['Sports'],25-Aug-12,1,1082,9367,7835,6.13
Tari Tari,"['Music', 'Slice of Life', 'School']","Jul 1, 2012 to Sep 23, 2012",13,116975,962,2221,7.38
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']",14-Sep-13,1,58018,1717,2219,7.38
Fukuyama Gekijou: Natsu no Himitsu,"['Music', 'Kids', 'Fantasy']",27-Sep-90,1,237,12827,7834,6.13
Taishou Yakyuu Musume.,"['Comedy', 'Historical', 'School', 'Seinen', 'Sports']","Jul 3, 2009 to Sep 25, 2009",12,15957,3576,2218,7.38
Tales of the Abyss,"['Adventure', 'Drama', 'Fantasy']","Oct 3, 2008 to Mar 28, 2009",26,100616,1088,2220,7.38
Strike the Blood: Valkyria no Oukoku-hen,"['Action', 'Supernatural', 'Ecchi', 'Vampire', 'Fantasy', 'School', 'Shounen']","Nov 25, 2015 to Dec 23, 2015",2,59522,1686,2217,7.38
Strawberry Panic,"['Drama', 'Romance', 'School', 'Shoujo Ai']","Apr 4, 2006 to Sep 26, 2006",26,100090,1093,2216,7.38
Dragon Quest Retsuden: Roto no Monshou,"['Adventure', 'Fantasy', 'Magic', 'Shounen']",20-Apr-96,1,1001,9503,7833,6.13
Dr. Slump: Arale-chan '92 Oshougatsu Special,"['Sci-Fi', 'Comedy', 'Shounen']","Jan 1, 1992 to Jan 3, 1992",3,484,11095,7832,6.13
Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,"['Slice of Life', 'Comedy']","Jan 3, 2017 to Mar 21, 2017",12,7307,4929,7829,6.13
Chou Kousoku Galvion,"['Action', 'Military', 'Sci-Fi', 'Police', 'Mecha']","Feb 3, 1984 to Apr 29, 1984",22,853,9856,7830,6.13
Slayers Return,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",3-Aug-96,1,15988,3571,2215,7.38
Choujuu Giga,['Romance'],"Mar 14, 2016 to Nov 17, 2016",3,1516,8622,7831,6.13
Slayers Great,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",2-Aug-97,1,15673,3608,2214,7.38
Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,"['Music', 'Mystery']",25-Sep-14,1,1923,8051,7826,6.13
Bakuon!! no Kobeya,"['Comedy', 'Seinen', 'Slice of Life']","Aug 24, 2016 to Nov 18, 2016",4,2107,7850,7827,6.13
Attack No.1: Namida no Fushichou,"['Sports', 'Drama', 'Shoujo']",17-Mar-71,1,500,10993,7824,6.13
Aftermath,"['Military', 'Music', 'Drama']",12-May-16,1,1006,9500,7823,6.13
3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,"['Adventure', 'Kids']",14-Aug-93,1,463,11177,7822,6.13
Yatterman Specials,"['Adventure', 'Comedy', 'Parody']","May 5, 2008 to Nov 24, 2008",2,416,11423,7821,6.14
Xiongmao Monogatari TaoTao,"['Fantasy', 'Comedy', 'Kids']",28-Dec-81,1,239,12822,7820,6.14
Wild 7,"['Action', 'Police', 'Drama', 'Shounen']","Dec 17, 1994 to Feb 21, 1995",2,1510,8621,7819,6.14
TV Yarou Nanaana: Wakuwaku Doukutsu Land,"['Adventure', 'Comedy']","Apr 11, 2019 to Sep 19, 2019",24,566,10732,7818,6.14
True Love Story,['Romance'],"Sep 26, 2003 to Apr 23, 2004",3,3985,6296,7817,6.14
Tobe! Kujira no Peek,"['Adventure', 'Drama']",22-May-91,1,579,10660,7815,6.14
Tanken Driland: 1000-nen no Mahou,"['Adventure', 'Fantasy']","Apr 6, 2013 to Mar 29, 2014",51,1004,9511,7814,6.14
Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,"['Drama', 'Kids']",2003,1,335,11886,7816,6.14
Tales of the Rays: Everlasting Destiny,"['Fantasy', 'Game']",4-Jul-19,1,698,10271,7813,6.14
Super Kuma-san,"['Comedy', 'Fantasy']",1-Jun-03,1,739,10133,7812,6.14
Stitch!: Zutto Saikou no Tomodachi,"['Adventure', 'Comedy', 'Kids']","Jul 6, 2010 to Mar 8, 2011",29,1253,9048,7811,6.14
Rio: Rainbow Gate! Special,"['Ecchi', 'Game', 'Comedy']",19-Oct-11,1,4129,6201,7809,6.14
Shounen Hollywood: Holly Stage for 49,"['Music', 'Slice of Life', 'Shoujo']","Jul 6, 2014 to Sep 27, 2014",13,13059,3875,7810,6.14
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,"['Drama', 'Seinen', 'Thriller']","Jul 7, 2003 to Sep 29, 2003",13,26108,2770,7808,6.14
My Melody no Akazukin (OVA),"['Kids', 'Fantasy']",24-Aug-01,1,182,13729,7807,6.14
Mini Toji,"['Action', 'Comedy', 'Fantasy']","Jan 6, 2019 to Mar 17, 2019",10,4489,6021,7806,6.14
Mahou no Star Magical Emi: Kumo Hikaru,"['Comedy', 'Shoujo', 'Slice of Life']",25-May-02,1,634,10473,7805,6.14
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,"['Fantasy', 'Magic', 'Comedy']",15-Mar-97,1,1024,9462,7804,6.14
Lupin III: Ikiteita Majutsushi,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",3-Apr-02,1,3869,6372,7803,6.14
Little Nemo Pilot,['Adventure'],1984,1,717,10206,7802,6.14
Kurogane no Linebarrels Picture Drama,['Ecchi'],"Dec 14, 2009 to Aug 26, 2009",9,482,11098,7801,6.14
Akuemon,"['Fantasy', 'Romance']",16-Jul-93,1,910,9720,7781,6.14
Azuki-chan the Movie,"['Comedy', 'Romance', 'Shoujo', 'Slice of Life']",23-Dec-95,1,644,10430,7825,6.13
Boku wa Kimi no Namida,"['Music', 'Kids']",1-Jun-98,1,110,15085,7828,6.13
Hello Kitty no Alps no Shoujo Heidi,['Kids'],21-Aug-93,1,406,11483,7836,6.13
Hello Kitty no Stump Village,"['Fantasy', 'Kids']",2005,26,419,11385,7837,6.13
Shingeki no Kyojin Season 3 Part 2,"['Action', 'Drama', 'Fantasy', 'Military', 'Mystery', 'Shounen', 'Super Power']","Apr 29, 2019 to Jul 1, 2019",10,446370,175,5,9.07
Isuca,"['Action', 'Comedy', 'Ecchi', 'Romance', 'School', 'Seinen', 'Supernatural']","Jan 24, 2015 to Mar 28, 2015",10,105866,1055,7841,6.13
Kimi no Na wa.,"['Romance', 'Supernatural', 'School', 'Drama']",26-Aug-16,1,1139878,15,4,9.09
Mahou no Tenshi Creamy Mami: Curtain Call,"['Music', 'Comedy', 'Shoujo']",1-Feb-86,1,488,11049,7850,6.13
Hunter x Hunter (2011),"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Super Power']","Oct 2, 2011 to Sep 24, 2014",148,1052761,20,3,9.11
Steins;Gate,"['Thriller', 'Sci-Fi']","Apr 6, 2011 to Sep 14, 2011",24,1331710,7,2,9.11
Mahou Shoujo Lyrical Nanoha ViVid: Special Program,"['Action', 'Magic', 'Martial Arts']",26-Jun-15,1,2119,7836,7851,6.13
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,"['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Slice of Life']",18-Apr-14,6,7104,5002,7877,6.12
Neko Ramen: Ore no Shouyu Aji,['Comedy'],2008,13,379,11639,7950,6.11
Nineteen 19,"['Romance', 'Drama']",27-Jul-90,1,2460,7457,8000,6.1
Mouse,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Shounen']","Jan 5, 2003 to Mar 26, 2003",12,15063,3656,7999,6.1
Mou Hitotsu no Mirai wo.,['Sci-Fi'],"Dec 11, 2013 to Mar 13, 2014",3,8492,4647,7998,6.1
Mobile Suit SD Gundam Mk IV,"['Mecha', 'Parody', 'Sci-Fi']",25-Sep-90,2,2407,7508,7997,6.1
Metal Fighter Miku,"['Sci-Fi', 'Comedy', 'Sports', 'Shounen']","Jul 8, 1994 to Sep 30, 1994",13,2524,7397,7996,6.1
Mechakko Dotakon,"['Comedy', 'Sci-Fi']","Apr 4, 1981 to Oct 10, 1981",28,257,12566,7995,6.1
Mars,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']","Jun 10, 1994 to Aug 5, 1994",2,362,11714,7994,6.1
Love In Ruins,['Music'],3-Aug-17,1,83,15686,7993,6.1
Licca-chan no Nichiyoubi,['Adventure'],21-Jul-92,1,521,10910,7992,6.1
Slide,"['Music', 'Sports']",10-Jul-17,1,169,13956,8050,6.09
Sekai Douwa Anime Zenshuu,"['Adventure', 'Kids', 'Fantasy']",6-Oct-90,10,326,11949,8049,6.09
Scratch x One Piece Film: Gold,"['Fantasy', 'Shounen']",2016,1,3168,6905,8048,6.09
Samuraider: Nazo no Tenkousei,"['Action', 'Drama', 'Samurai']",22-Feb-91,1,401,11489,8047,6.09
Rita to Nantoka,['Slice of Life'],"Nov 1, 2010 to Dec 24, 2010",26,395,11539,8046,6.09
Rainbow Sentai Robin,"['Action', 'Adventure', 'Sci-Fi']","Apr 23, 1966 to Mar 24, 1967",48,482,11083,8045,6.09
Petit☆Dream Stars! Let's La Cooking? Showtime!,"['Slice of Life', 'Magic', 'Fantasy']",28-Oct-17,1,446,11260,8044,6.09
Barbapapa Sekai wo Mawaru,"['Adventure', 'Comedy']","Jul 5, 1999 to Oct 8, 1999",50,773,10041,8101,6.07
Koisuru Tenshi Angelique: Chibi Character Adventure,"['Adventure', 'Comedy']",22-Sep-06,1,672,10322,8150,6.06
Kamigami no Ki,"['Comedy', 'Historical', 'Supernatural']","Nov 25, 2016 to Apr 28, 2017",17,521,10928,8149,6.06
Kaitouranma The Animation,"['Action', 'Adventure', 'Martial Arts', 'Samurai']","Nov 26, 1999 to Dec 23, 1999",2,1902,8066,8148,6.06
Junk Boy,"['Comedy', 'Romance', 'Ecchi']",16-Dec-87,1,5317,5611,8147,6.06
It's My Life,"['Comedy', 'Fantasy']",30-Jan-19,1,5388,5672,8146,6.06
Hello Kitty no Shirayuki-hime (OVA),"['Kids', 'Fantasy']",20-Jul-01,1,267,12523,8144,6.06
Ichirin-sha,"['Action', 'Mecha', 'Sci-Fi', 'Seinen']",24-Sep-10,1,1260,9054,8145,6.06
Hello Kitty no Shirayuki-hime,"['Kids', 'Fantasy']",21-Jul-93,1,355,11780,8143,6.06
Hajime Ningen Gon,"['Comedy', 'Historical']","Apr 3, 1996 to Jan 22, 1997",39,302,12130,8142,6.06
Futari Daka,"['Cars', 'Sports', 'Shounen']","Sep 20, 1984 to Jul 12, 1985",36,533,10850,8140,6.06
Doujouji,"['Supernatural', 'Historical']",1976,1,1216,9114,8139,6.06
Ginga Hyouryuu Vifam: Chicago Super Police 13,"['Action', 'Comedy', 'Parody', 'Police']",25-Sep-85,1,251,12672,8141,6.06
Cyborg 009: Kaijuu Sensou,"['Action', 'Adventure', 'Sci-Fi']",19-Mar-67,1,1347,8880,8138,6.06
Cosmic Break,"['Game', 'Drama', 'Mecha']","Sep 9, 2010 to Feb 8, 2012",4,500,11014,8137,6.06
A.D. Police (TV),"['Action', 'Sci-Fi', 'Mecha', 'Shounen']","Apr 8, 1999 to Jul 1, 1999",12,8103,4737,8136,6.06
Tono to Issho 1.5,"['Comedy', 'Historical', 'Parody', 'Samurai', 'Seinen']",23-Aug-10,1,590,10628,8134,6.07
Turning Girls,"['Comedy', 'Slice of Life']","Jun 18, 2013 to Jul 30, 2013",7,6697,5114,8135,6.07
Tomorrow's Song,"['Music', 'Kids']",3-Aug-05,1,623,10507,8133,6.07
TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou,"['Fantasy', 'Shounen']",29-Feb-16,1,2225,7714,8132,6.07
Tobira wo Akete (1995),"['Dementia', 'Fantasy']",1995,1,3143,6897,8131,6.07
Time Bokan Series: Gyakuten Ippatsuman,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']","Feb 13, 1982 to Mar 26, 1983",58,666,10360,8130,6.07
Shounen Sarutobi Sasuke,"['Adventure', 'Fantasy']",25-Dec-59,1,1097,9330,8128,6.07
Soliton no Akuma,"['Military', 'Drama', 'Sci-Fi']",1997,1,656,10398,8129,6.07
Samurai Gun,"['Action', 'Historical', 'Seinen']","Oct 4, 2004 to Dec 14, 2004",12,7116,4985,8126,6.07
Puttsun Make Love,"['Comedy', 'Ecchi', 'Romance']","Aug 14, 1987 to Jun 24, 1988",6,351,11776,8125,6.07
Shin SOS Dai Tokyo Tankentai,['Adventure'],19-May-07,1,1289,8984,8127,6.07
Puchitto Gargantia Special,"['Comedy', 'Mecha', 'Sci-Fi']",25-Sep-13,1,2527,7398,8124,6.07
Persona 3 the Movie Meets “Walkman”,['Drama'],14-Feb-16,1,3601,6571,8123,6.07
Oh! Super Milk-chan,"['Action', 'Parody', 'Comedy', 'Sci-Fi']","Jan 27, 2000 to Apr 13, 2000",12,3894,6354,8122,6.07
Mousou Kagaku Series: Wandaba Style,"['Comedy', 'Sci-Fi']","Apr 5, 2003 to Jun 21, 2003",12,2655,7280,8121,6.07
Lunn wa Kaze no Naka,"['Drama', 'Romance']",13-Apr-85,1,790,10004,8119,6.07
Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,"['Romance', 'School', 'Shounen Ai']",19-Jul-07,1,1496,8648,8120,6.07
Legend of Crystania,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']","Nov 21, 1996 to Apr 23, 1997",3,3653,6520,8118,6.07
Kiki to Lala no Aoi Tori,['Kids'],22-Jul-89,1,280,12332,8117,6.07
Keifuku-san,['Fantasy'],28-Dec-17,1,1885,8110,8116,6.07
Hoshi no Ko Poron,['Sci-Fi'],"Apr 1, 1974 to Apr 4, 1975",260,324,11966,8115,6.07
Rewrite 2nd Season,"['Action', 'Military', 'Comedy', 'Supernatural', 'Romance', 'Fantasy']","Jan 14, 2017 to Mar 25, 2017",11,76685,1395,2211,7.38
Slayers Gorgeous,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Supernatural']",1-Aug-98,1,15582,3613,2213,7.38
Shijou Saikyou no Deshi Kenichi Specials,"['Action', 'Martial Arts', 'Comedy', 'School', 'Shounen']","Nov 15, 2013 to May 16, 2014",4,8319,4687,2212,7.38
Pokemon XY,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']","Oct 17, 2013 to Oct 22, 2015",93,69173,1522,2210,7.38
Peace Maker Kurogane,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']","Oct 8, 2003 to Mar 24, 2004",24,45912,2008,2209,7.38
Owari no Seraph: Owaranai Seraph,"['Comedy', 'Police', 'Supernatural', 'Vampire', 'Shounen']","Jun 24, 2015 to Sep 26, 2015",9,47099,1983,2208,7.38
Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,"['Comedy', 'Parody', 'Shounen']","Dec 25, 2015 to Mar 30, 2016",4,27971,2682,2207,7.38
Ore no Nounai Sentakushi ga Gakuen Love Comedy wo Zenryoku de Jama Shiteiru,"['Harem', 'Comedy', 'Romance', 'School']","Oct 10, 2013 to Dec 12, 2013",10,287058,341,2206,7.38
One Piece: Adventure of Nebulandia,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Fantasy', 'Shounen']",19-Dec-15,1,20425,3169,2205,7.38
Ojamajo Doremi Sharp,"['Comedy', 'Magic', 'Shoujo']","Feb 6, 2000 to Jan 28, 2001",49,13023,3878,2204,7.38
Nekojiru-sou,"['Comedy', 'Dementia', 'Psychological']",21-Feb-01,1,51776,1854,2203,7.38
Hitotsubu ni Kawaranu Ai wo Komete,"['Magic', 'Slice of Life']",1-Jun-13,1,2034,7925,8114,6.07
Hello Kitty no Fushigi no Kuni no Alice,"['Fantasy', 'Kids']",21-Nov-93,1,421,11396,8113,6.07
Hello Kitty no Cinderella (OVA),"['Kids', 'Fantasy']",23-Nov-01,1,283,12373,8112,6.07
Hakushon Daimaou,"['Comedy', 'Fantasy']","Oct 5, 1969 to Sep 27, 1970",52,1202,9150,8110,6.07
Happy World!,"['Ecchi', 'Fantasy', 'Comedy', 'Romance']","Dec 13, 2002 to Jun 27, 2003",3,5197,5661,8111,6.07
Gunjou no Magmell,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']","Apr 7, 2019 to Jun 30, 2019",13,63495,1616,8108,6.07
Gunslinger Stratos The Animation: Kikan/Kaze no Yukue,"['Action', 'Sci-Fi']",20-Jun-15,1,2370,7542,8109,6.07
Green Green OVA,"['Comedy', 'Ecchi', 'Romance', 'School']",20-Dec-02,1,24621,2879,8107,6.07
Duel Masters Victory,"['Action', 'Adventure', 'Comedy', 'Shounen']","Apr 2, 2011 to Mar 31, 2012",52,975,9576,8106,6.07
Dorei-ku The Animation,"['Drama', 'Psychological']","Apr 13, 2018 to Jun 29, 2018",12,42996,2086,8104,6.07
Duel Masters Movie 2: Lunatic God Saga,"['Action', 'Adventure', 'Comedy', 'Shounen']",19-Sep-09,1,806,9952,8105,6.07
Dorami-chan: Wow The Kid Gang of Bandits,['Fantasy'],9-Mar-91,1,256,12574,8103,6.07
Chivas 1-2-3,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Supernatural']","Aug 21, 1999 to Sep 21, 1999",2,2685,7253,8102,6.07
Barbapapa (1977),"['Comedy', 'Kids', 'Fantasy']","Apr 30, 1977 to Jun 14, 1977",48,490,11061,8100,6.07
Apache Yakyuugun,"['Action', 'Sports', 'School']","Oct 6, 1971 to Mar 29, 1972",26,553,10763,8099,6.07
Anime Tenchou,"['Action', 'Parody']",19-Aug-02,1,8423,4657,8098,6.07
Amanatsu,['Sci-Fi'],25-Mar-10,1,1905,8062,8097,6.07
Akane-chan,"['Slice of Life', 'Comedy', 'School', 'Shoujo']","Apr 6, 1968 to Sep 29, 1968",26,437,11315,8096,6.07
Yuusei Shounen Papii,"['Action', 'Sci-Fi', 'Space', 'Super Power']","Jun 3, 1965 to May 27, 1966",52,482,11089,8094,6.08
Akai Kiba: Blue Sonnet,"['Action', 'Drama', 'Sci-Fi', 'Shoujo', 'Super Power']","Jul 16, 1989 to Jun 25, 1990",5,1604,8453,8095,6.07
Youkai Watch: Best 10,"['Kids', 'Comedy', 'Supernatural']",19-Dec-14,1,454,11211,8093,6.08
What's Michael? 2,['Comedy'],25-Jul-88,1,322,11985,8091,6.08
Yonimo Osoroshii Grimm Douwa,"['Dementia', 'Horror', 'Psychological']",2000,3,1005,9494,8092,6.08
Soratobu Toshi Keikaku,"['Sci-Fi', 'Music', 'Space']",10-Sep-05,1,1508,8624,8089,6.08
Time Bokan 2000: Kaitou Kiramekiman,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']","Apr 5, 2000 to Oct 4, 2000",26,576,10674,8090,6.08
Shisha no Sho,"['Drama', 'Supernatural']",8-Jul-05,1,1125,9281,8088,6.08
Shinya! Tensai Bakabon,"['Slice of Life', 'Comedy']","Jul 11, 2018 to Sep 26, 2018",12,2469,7454,8086,6.08
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,"['Adventure', 'Drama', 'Fantasy', 'Shounen']",10-Feb-04,1,1759,8233,8084,6.08
Shiratori Reiko de Gozaimasu!,"['Comedy', 'Romance']",25-Apr-90,1,309,12069,8087,6.08
School Days ONA,"['Romance', 'School', 'Drama']",25-Feb-05,1,27912,2672,8083,6.08
Patalliro Saiyuuki! Special,"['Adventure', 'Comedy', 'Fantasy', 'Shoujo', 'Shounen Ai']",25-Jan-06,1,494,11060,8082,6.08
Shining Hearts: Shiawase no Pan Specials,['Fantasy'],"Jul 27, 2012 to Dec 21, 2012",6,1998,7957,8085,6.08
Mitsuwano,['Slice of Life'],12-Mar-14,1,3792,6432,8081,6.08
Mitsu x Mitsu Drops,"['Drama', 'Romance', 'School', 'Shoujo']","Apr 28, 2006 to Jul 28, 2006",2,21089,3108,8080,6.08
Microid S,"['Action', 'Sci-Fi']","Apr 7, 1973 to Oct 6, 1973",26,357,11746,8079,6.08
Kimagure Robot,"['Comedy', 'Fantasy', 'Sci-Fi']",22-Dec-04,10,1896,8072,8076,6.08
MAPS: Densetsu no Samayoeru Seijin-tachi,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Shounen']",14-Jul-87,1,649,10417,8078,6.08
Kumi to Tulip,"['Kids', 'Sci-Fi']",22-Mar-15,1,1523,8599,8077,6.08
Kaze no Toori Michi,"['Music', 'Kids']",8-Dec-04,1,2642,7293,8075,6.08
Jewelpet Movie: Sweets Dance Princess,"['Fantasy', 'Magic', 'Shoujo']",11-Aug-12,1,951,9630,8074,6.08
iDOLM@STER Xenoglossia Specials,"['Comedy', 'Mecha', 'Sci-Fi']","Jul 27, 2007 to Mar 25, 2008",9,3057,6973,8073,6.08
Himitsukessha Taka no Tsume NEO,"['Comedy', 'Parody', 'Super Power']","Apr 6, 2012 to Feb 15, 2013",38,348,11799,8072,6.08
Hello Kitty: Ringo no Mori no Mystery,"['Comedy', 'Kids', 'Mystery']","Jan 2, 2007 to Mar 27, 2007",13,273,12415,8071,6.08
Grimms Notes The Animation,"['Action', 'Adventure', 'Fantasy', 'Magic']","Jan 11, 2019 to Mar 29, 2019",12,27549,2705,8070,6.08
Ghost Messenger Movie,"['Action', 'Supernatural']",2014,1,540,10818,8069,6.08
Getsumen To Heiki Mina Specials,"['Action', 'Comedy', 'Ecchi', 'Shounen', 'Super Power']","Jun 6, 2006 to Aug 1, 2006",2,1126,9282,8068,6.08
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",9-Jul-94,1,77736,1381,8067,6.08
dMatsu-san,"['Comedy', 'Parody']","Jan 9, 2018 to Mar 27, 2018",12,1549,8542,8066,6.08
Connected,"['Dementia', 'Music', 'Sci-Fi']",1-Jan-02,1,3500,6626,8065,6.08
Black Jack: Futari no Kuroi Isha - Manner Movie,"['Comedy', 'Parody']",17-Dec-05,1,559,10749,8064,6.08
Anpanman to Hajime yo! Iro Kazu Katachi Wakarukana Iro Katachi,['Kids'],26-Jul-06,1,240,12783,8063,6.08
Adachi-ga Hara,['Sci-Fi'],16-Nov-91,1,978,9563,8061,6.08
"""Eiyuu"" Kaitai","['Comedy', 'Drama']",23-Nov-16,1,2938,7072,8060,6.08
Alps Monogatari: Watashi no Annette Specials,"['Slice of Life', 'Drama']","Apr, 2001",2,291,12255,8062,6.08
Yoshimune,"['Comedy', 'Historical']","Apr 6, 2006 to Sep 14, 2006",24,539,10822,8059,6.09
Umi no Triton (1979),"['Adventure', 'Fantasy', 'Shounen']","Apr 4, 1979 to May 21, 1984",2,444,11256,8058,6.09
Tondemo Nezumi Daikatsuyaku,['Adventure'],30-Jun-79,1,476,11115,8056,6.09
Thermae Romae: Kodai Romajin ga Uchuu e,"['Space', 'Comedy', 'Seinen']",20-Apr-12,1,1057,9401,8055,6.09
The Choujo,"['Comedy', 'Sci-Fi', 'Super Power']",5-Jun-86,1,2510,7413,8053,6.09
Takane no Jitensha,"['Fantasy', 'School']",6-Jul-08,1,1925,8046,8052,6.09
Thermae Romae x LOFT Collaboration,"['Comedy', 'Historical', 'Seinen']",2012,1,614,10555,8054,6.09
Stitch! Perfect Memory,"['Sci-Fi', 'Adventure', 'Comedy', 'Kids']",7-Aug-15,1,303,12148,8051,6.09
Perman: Birdman ga Yatte Kita!!,"['Kids', 'Adventure', 'Comedy', 'Super Power']",12-Mar-83,1,238,12817,8043,6.09
Noraneko,['Comedy'],1-Apr-14,1,9178,4506,8040,6.09
Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,"['Comedy', 'Martial Arts', 'Slice of Life']",13-Mar-82,1,325,11978,8039,6.09
Norn9: Norn+Nonet Recap,"['Adventure', 'Romance', 'Fantasy', 'Josei']",10-Mar-16,1,4083,6239,8041,6.09
Nagoya Tetsudou Special Movie,['Slice of Life'],21-Jul-16,1,186,13686,8037,6.09
Mukougaoka Chisato wa Tada Mitsumeteita no Datta,['Music'],30-Jun-09,1,1251,9051,8036,6.09
